2015-04-16,Cinema,tt2820852,Furious Seven,2015,"Vin Diesel, Paul Walker, Dwayne Johnson",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
2015-04-18,Pearl,tt1482459,The Lorax,2012,"Zac Efron, Taylor Swift, Danny DeVito","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
2015-04-19,Pearl,tt0848228,The Avengers,2012,"Robert Downey Jr., Chris Evans, Scarlett Johansson",Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.
2015-04-25,Pearl,tt1228705,Iron Man 2,2010,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow","With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy."
2015-04-26,Pearl,tt0990407,The Green Hornet,2011,"Seth Rogen, Jay Chou, Christoph Waltz","Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team."
2015-05-10,Pearl,tt1133985,Green Lantern,2011,"Ryan Reynolds, Blake Lively, Peter Sarsgaard","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps."
2015-05-17,Pearl,tt1099212,Twilight,2008,"Kristen Stewart, Robert Pattinson, Billy Burke",A teenage girl risks everything when she falls in love with a vampire.
2015-05-20,Cinema,tt2395427,Avengers: Age of Ultron,2015,"Robert Downey Jr., Chris Evans, Mark Ruffalo","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans."
2015-06-07,Pearl,tt0368891,National Treasure,2004,"Nicolas Cage, Diane Kruger, Justin Bartha",A historian races to find the legendary Templar Treasure before a team of mercenaries.
2015-06-14,Pearl,tt0465234,National Treasure: Book of Secrets,2007,"Nicolas Cage, Diane Kruger, Justin Bartha",Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.
2015-06-20,Pearl,tt1270798,X-Men: First Class,2011,"James McAvoy, Michael Fassbender, Jennifer Lawrence","In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III."
2015-06-21,Pearl,tt1220634,Resident Evil: Afterlife,2010,"Milla Jovovich, Ali Larter, Wentworth Miller","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia."
2015-07-01,Cinema,tt3197766,Saat po long 2,2015,"Tony Jaa, Andy On, Jacky Wu",
2015-07-04,Pearl,tt1277953,Madagascar 3: Europe's Most Wanted,2012,"Ben Stiller, Jada Pinkett Smith, Chris Rock","Alex, Marty, Gloria and Melman are still fighting to get home to their beloved Big Apple. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style."
2015-07-05,Pearl,tt1204342,The Muppets,2011,"Amy Adams, Jason Segel, Chris Cooper",A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
2015-07-11,Pearl,tt0892791,Shrek Forever After,2010,"Mike Myers, Cameron Diaz, Eddie Murphy",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.
2015-07-18,Pearl,tt1323594,Despicable Me,2010,"Steve Carell, Jason Segel, Russell Brand","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
2015-07-19,Pearl,tt0181852,Terminator 3: Rise of the Machines,2003,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken",A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 19-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.
2015-07-25,Pearl,tt1217209,Brave,2012,"Kelly Macdonald, Billy Connolly, Emma Thompson","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
2015-07-26,Pearl,tt1104001,TRON: Legacy,2010,"Jeff Bridges, Garrett Hedlund, Olivia Wilde",he son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
2015-08-01,Pearl,tt1080016,Ice Age: Dawn of the Dinosaurs,2009,"Ray Romano, John Leguizamo, Denis Leary","When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
2015-08-02,Pearl,tt0479997,Season of the Witch,2011,"Nicolas Cage, Ron Perlman, Claire Foy","14th-century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague."
2015-08-08,Pearl,tt1453405,Monsters University,2013,"Billy Crystal, John Goodman, Steve Buscemi",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
2015-08-09,Pearl,tt1234719,Red Dawn,2012,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson",A group of teenagers look to save their town from an invasion of North Korean soldiers.
2015-08-15,Pearl,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,"Ewan McGregor, Liam Neeson, Natalie Portman","Two Jedi Knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to reclaim their old glory."
2015-08-16,Pearl,tt0143145,The World Is Not Enough,1999,"Pierce Brosnan, Sophie Marceau, Robert Carlyle","James Bond uncovers a nuclear plot when he protects an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
2015-09-05,Pearl,tt1905041,Fast & Furious 6,2013,"Vin Diesel, Paul Walker, Dwayne Johnson","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty."
2015-09-06,Pearl,tt0433035,Real Steel,2011,"Hugh Jackman, Evangeline Lilly, Dakota Goyo","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot."
2015-09-12,Pearl,tt1478338,Bridesmaids,2011,"Kristen Wiig, Maya Rudolph, Rose Byrne","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
2015-09-13,Pearl,tt1399103,Transformers: Dark of the Moon,2011,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
2015-09-14,Cinema,tt2381249,Mission: Impossible - Rogue Nation,2015,"Tom Cruise, Rebecca Ferguson, Jeremy Renner","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF."
2015-09-14,Cinema,tt2293640,Minions,2015,"Sandra Bullock, Jon Hamm, Michael Keaton","Minions Stuart, Kevin and Bob are recruited by Scarlett Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world."
2015-09-19,Pearl,tt1396218,Mr. Popper's Penguins,2011,"Jim Carrey, Carla Gugino, Angela Lansbury","The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel."
2015-09-20,Pearl,tt0988045,Sherlock Holmes,2009,"Robert Downey Jr., Jude Law, Rachel McAdams",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
2015-09-26,Pearl,tt0970866,Little Fockers,2010,"Ben Stiller, Teri Polo, Robert De Niro","Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker have what it takes?"
2015-09-27,Pearl,tt1623205,Oz the Great and Powerful,2013,"James Franco, Michelle Williams, Rachel Weisz",A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.
2015-11-29,Pearl,tt1217613,Battle Los Angeles,2011,"Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan",A squadron of U.S. Marines becomes the last line of defense against a global invasion.
2015-12-05,Pearl,tt1454468,Gravity,2013,"Sandra Bullock, George Clooney, Ed Harris",A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.
2015-12-07,Pearl,tt1710417,Lola Versus,2012,"Greta Gerwig, Zoe Lister-Jones, Hamish Linklater","Dumped by her boyfriend just three weeks before their wedding, Lola enlists her close friends for a series of adventures she hopes will help her come to terms with approaching 30 as a single woman."
2015-12-07,Cinema,tt3659388,The Martian,2015,"Matt Damon, Jessica Chastain, Kristen Wiig","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
2015-12-26,Cinema,tt2058673,Point Break,2015,"Édgar Ramírez, Luke Bracey, Ray Winstone","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists. ""Point Break"" is inspired by the classic 1991 hit."
2016-01-03,Pearl,tt1691917,Planes,2013,"Carlos Alazraqui, Dane Cook, Stacy Keach",A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.
2016-01-09,Pearl,tt0903624,The Hobbit: An Unexpected Journey,2012,"Martin Freeman, Ian McKellen, Richard Armitage","A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug."
2016-01-10,Pearl,tt1464540,I Am Number Four,2011,"Alex Pettyfer, Timothy Olyphant, Dianna Agron","Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
2016-01-11,BT,tt1568338,Man on a Ledge,2012,"Sam Worthington, Elizabeth Banks, Jamie Bell","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion."
2016-01-12,BT,tt1506999,Haywire,2011,"Gina Carano, Ewan McGregor, Michael Fassbender",A black ops super soldier seeks payback after she is betrayed and set up during a mission.
2016-01-16,Pearl,tt1170358,The Hobbit: The Desolation of Smaug,2013,"Ian McKellen, Martin Freeman, Richard Armitage","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
2016-01-17,Pearl,tt0409847,Cowboys & Aliens,2011,"Daniel Craig, Harrison Ford, Olivia Wilde","A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
2016-01-24,Pearl,tt1401152,Unknown,2011,"Liam Neeson, Diane Kruger, January Jones","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
2016-01-30,Pearl,tt1228705,Iron Man 2,2010,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow","Tony Stark has declared himself Iron Man and installed world peace... or so he thinks. He soon realizes that not only is there a mad man out to kill him with his own technology, but there's something more: he is dying."
2016-01-31,Pearl,tt0477080,Unstoppable,2010,"Denzel Washington, Chris Pine, Rosario Dawson","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
2016-02-20,Pearl,tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010,"Daniel Radcliffe, Emma Watson, Rupert Grint","As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows."
2016-02-21,Pearl,tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,"Daniel Radcliffe, Emma Watson, Rupert Grint","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
2016-02-27,Pearl,tt2294629,Frozen,2013,"Kristen Bell, Idina Menzel, Jonathan Groff","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
2016-03-09,Cinema,tt2025690,The Finest Hours,2016,"Chris Pine, Casey Affleck, Ben Foster",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
2016-03-12,Pearl,tt1596343,Fast Five,2011,"Vin Diesel, Paul Walker, Dwayne Johnson",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
2016-03-16,Cinema,tt2888046,Ip Man 3,2015,"Donnie Yen, Lynn Hung, Jin Zhang","When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand."
2016-03-19,Cinema,tt2267968,Kung Fu Panda 3,2016,"Jack Black, Bryan Cranston, Dustin Hoffman","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
2016-03-19,Cinema,tt1663202,The Revenant,2015,"Leonardo DiCaprio, Tom Hardy, Will Poulter",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
2016-03-26,Pearl,tt1302011,Kung Fu Panda 2,2011,"Jack Black, Angelina Jolie, Jackie Chan","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
2016-03-27,Pearl,tt2302755,Olympus Has Fallen,2013,"Gerard Butler, Aaron Eckhart, Morgan Freeman","Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers."
2016-04-03,Pearl,tt1033575,The Descendants,2011,"George Clooney, Shailene Woodley, Amara Miller",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
2016-04-03,Cinema,tt0103855,The Bodyguard,2016,"Sammo Kam-Bo Hung, Andy Lau, Hark Tsui","A retired bodyguard who has settled into a corner of the world where China, Russia and North Korea meet as he suffers from early dementia finds a new friend in a young girl."
2016-04-04,Cinema,tt2975590,Batman v Superman: Dawn of Justice,2016,"Ben Affleck, Henry Cavill, Amy Adams","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
2016-04-26,Cinema,tt3040964,The Jungle Book,2016,"Neel Sethi, Bill Murray, Ben Kingsley","The man-cub Mowgli flees the jungle after a threat from the tiger Shere Khan. Guided by Bagheera the panther and the bear Baloo, Mowgli embarks on a journey of self-discovery, though he also meets creatures who don't have his best interests at heart."
2016-05-01,Pearl,tt1535108,Elysium,2013,"Matt Damon, Jodie Foster, Sharlto Copley","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
2016-05-29,Cinema,tt3498820,Captain America: Civil War,2016,"Chris Evans, Robert Downey Jr., Scarlett Johansson",Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.
2016-06-04,Cinema,tt7241342,Angry Birds,2016,"Jason Sudeikis, Josh Gad, Danny McBride","Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to."
2016-06-09,Pearl,tt0770828,Man of Steel,2013,"Henry Cavill, Amy Adams, Michael Shannon","Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction."
2016-06-11,Pearl,tt1411697,The Hangover Part II,2011,"Bradley Cooper, Zach Galifianakis, Ed Helms","Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry."
2016-06-12,Pearl,tt1436562,Rio,2011,"Jesse Eisenberg, Anne Hathaway, George Lopez","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
2016-06-14,Pearl,tt0429493,The A-Team,2010,"Liam Neeson, Bradley Cooper, Sharlto Copley, Quinton 'Rampage' Jackson","A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed."
2016-06-16,Pearl,tt0458339,Captain America: The First Avenger,2011,"Chris Evans, Hugo Weaving, Samuel L. Jackson","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization."
2016-06-17,Pearl,tt0875034,Nine,2009,"Daniel Day-Lewis, Marion Cotillard, Penélope Cruz","Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother."
2016-08-02,Pearl,tt0319262,The Day After Tomorrow,2004,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum","Jack Hall, paleoclimatologist, must make a daring trek across America to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
2016-08-02,Pearl,tt0114709,Toy Story,1995,"Tom Hanks, Tim Allen, Don Rickles",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.
2016-08-27,Pearl,tt1446714,Prometheus,2012,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender",Following clues to the origin of mankind a team journey across the universe and find a structure on a distant moon containing a monolithic statue of a humanoid head and stone cylinders of alien blood but they soon find they are not alone. 
2016-09-10,Cinema,tt4196776,Jason Bourne,2016,"Matt Damon, Tommy Lee Jones, Alicia Vikander",The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.
2016-09-11,Pearl,tt0800320,Clash of the Titans,2010,"Sam Worthington, Liam Neeson, Ralph Fiennes","Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth."
2016-09-11,Pearl,tt1646987,Wrath of the Titans,2012,"Sam Worthington, Liam Neeson, Rosamund Pike","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world."
2016-09-24,Pearl,tt2404463,The Heat,2013,"Sandra Bullock, Michael McDonald, Melissa McCarthy",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
2016-09-24,Pearl,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Tilda Swinton, Georgie Henley, William Moseley",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
2016-09-25,Pearl,tt1424381,Predators,2010,"Adrien Brody, Laurence Fishburne, Topher Grace",A group of elite warriors are hunted by members of a merciless alien race known as Predators.
2016-10-01,Pearl,tt1440129,Battleship,2012,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.
2016-10-02,Pearl,tt1325004,The Twilight Saga: Eclipse,2010,"Kristen Stewart, Robert Pattinson, Taylor Lautner","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
2016-10-15,Pearl,tt1397514,Journey 2: The Mysterious Island,2012,"Josh Hutcherson, Dwayne Johnson, Michael Caine","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island."
2016-10-19,Pearl,tt0970416,The Day the Earth Stood Still,2008,"Keanu Reeves, Jennifer Connelly, Kathy Bates",A remake of the 1951 classic sci-fi film about an alien visitor and his giant robot counterpart who visit Earth.
2016-10-21,Pearl,tt1611224,Abraham Lincoln: Vampire Hunter,2012,"Benjamin Walker, Rufus Sewell, Dominic Cooper","Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them."
2016-10-22,Pearl,tt1077368,Dark Shadows,2012,"Johnny Depp, Michelle Pfeiffer, Eva Green","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection."
2016-10-23,Cinema,tt3393786,Jack Reacher: Never Go Back,2016,"Tom Cruise, Cobie Smulders, Aldis Hodge","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever. "
2016-10-23,Cinema,tt3522806,Mechanic: Resurrection,2016,"Jason Statham, Jessica Alba, Tommy Lee Jones","Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents. "
2016-11-14,Cinema,tt1211837,Doctor Strange,2016,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams",A former neurosurgeon embarks on a journey of healing only to be drawn into the world of the mystic arts.
2016-11-21,TV,tt2952602,Kung Fu Killer,2014,"Donnie Yen, Baoqiang Wang, Charlie Yeung","A martial arts instructor from the police force gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom."
2016-11-28,Cinema,tt3183660,Fantastic Beasts and Where to Find Them,2016,"Eddie Redmayne, Katherine Waterston, Alison Sudol",The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.
2016-12-03,Pearl,tt0401729,John Carter,2012,"Taylor Kitsch, Lynn Collins, Willem Dafoe","Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior. "
2016-12-05,Pearl,tt0978764,Sucker Punch,2011,"Emily Browning, Vanessa Hudgens, Abbie Cornish","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility."
2016-12-27,Cinema,tt2034800,The Great Wall,2016,"Matt Damon, Pedro Pascal, Willem Dafoe",A mystery centered around the construction of the Great Wall of China.
2016-12-28,Pearl,tt1320253,The Expendables,2010,"Sylvester Stallone, Jason Statham, Jet Li",A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent. 
2016-12-29,Pearl,tt3845232,Sherlock The Abominable Bride,2016,"Benedict Cumberbatch, Martin Freeman, Una Stubbs",Sherlock Holmes and Dr. Watson find themselves in 1890s London in this Christmas special.
2016-12-31,Pearl,tt1386703,Total Recall,2012,"Colin Farrell, Bokeem Woodbine, Bryan Cranston","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run. "
2017-01-01,Pearl,tt1496025,Underworld: Awakening,2012,"Kate Beckinsale, Michael Ealy, India Eisley","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
2017-01-04,Pearl,tt1343727,Dredd,2012,"Karl Urban, Olivia Thirlby, Lena Headey","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO. "
2017-01-07,Pearl,tt1645170,The Dictator,2012,"Sacha Baron Cohen, Anna Faris, John C. Reilly",The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.
2017-01-10,Pearl,tt2267998,Gone Girl,2014,"Ben Affleck, Rosamund Pike, Neil Patrick Harris","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent. "
2017-01-12,Pearl,tt1409024,Men in Black 3,2012,"Will Smith, Tommy Lee Jones, Josh Brolin",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history. 
2017-01-12,Pearl,tt1622979,Final Destination 5,2011,"Nicholas D'Agosto, Emma Bell, Arlen Escarpeta",Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.
2017-01-17,Pearl,tt1649419,The Impossible,2012,"Naomi Watts, Ewan McGregor, Tom Holland",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
2017-01-17,Pearl,tt1690953,Despicable Me 2,2013,"Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
2017-01-22,Pearl,tt0948470,The Amazing Spider-Man,2012,"Andrew Garfield, Emma Stone, Rhys Ifans","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death. "
2017-01-27,Pearl,tt0481499,The Croods,2013,"Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy. "
2017-01-28,Pearl,tt1318514,Rise of the Planet of the Apes,2011,"James Franco, Andy Serkis, Freida Pinto","A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising. "
2017-01-29,Pearl,tt0975645,Hitchcock,2012,"Anthony Hopkins, Helen Mirren, Scarlett Johansson",The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.
2017-02-01,Pearl,tt1277953,Madagascar 3: Europe's Most Wanted,2012,"Ben Stiller, Jada Pinkett Smith, Chris Rock","Alex, Marty, Gloria and Melman are still fighting to get home to their beloved Big Apple. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style. "
2017-02-02,J5,tt1554523,Under the Hawthorn Tree,2010,"Dongyu Zhou, Shawn Dou, Meijuan Xi",Romance sparks between a young woman and a young man from different economic backgrounds during China's Cultural Revolution of the 1960s and '70s.
2017-02-14,Pearl,tt1490017,The Lego Movie,2014,"Chris Pratt, Will Ferrell, Elizabeth Banks","An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis."
2017-02-15,Pearl,tt1623205,Oz the Great and Powerful,2013,"James Franco, Michelle Williams, Rachel Weisz","A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers. "
2017-02-18,Pearl,tt1588173,Warm Bodies,2013,"Nicholas Hoult, Teresa Palmer, John Malkovich","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world. "
2017-02-27,Pearl,tt0903624,The Hobbit: An Unexpected Journey,2012,"Martin Freeman, Ian McKellen, Richard Armitage","A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug. "
2017-02-27,Pearl,tt1170358,The Hobbit: The Desolation of Smaug,2013,"Ian McKellen, Martin Freeman, Richard Armitage","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring. "
2017-03-04,Pearl,tt1855325,Resident Evil: Retribution,2012,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility. 
2017-03-05,Pearl,tt1483013,Oblivion,2213,"Tom Cruise, Morgan Freeman, Andrea Riseborough",A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself. 
2017-03-11,Pearl,tt1631867,Edge of Tomorrow,2014,"Tom Cruise, Emily Blunt, Bill Paxton","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
2017-03-13,Pearl,tt1045658,Silver Linings Playbook,2012,"Bradley Cooper, Jennifer Lawrence, Robert De Niro","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
